,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,brand,tweet_clean,target
1160,SXSW ppl: The iPad 3 will be released before you're home and have unpacked. #SXSW,,No emotion toward brand or product,,SXSW ppl The iPad 3 will be released before you re home and have unpacked SXSW,0.0
1161,Unloading the iPads  {link} #sxsw #apple #ipad2,,No emotion toward brand or product,,Unloading the iPads link sxsw apple ipad2,0.0
1162,It's like the Ipoo app for iphone!  @mention Ha! RT @mention 4chan is the Internet's bathroom wall. #sxswmoot #SXSW,iPad or iPhone App,Positive emotion,Apple,It s like the Ipoo app for iphone Ha RT 4chan is the Internet s bathroom wall sxswmoot SXSW,2.0
1163,Z27: I Am the Law {link} [codes valid: 4:00-7:59:59p 03/13/11] #infektd #sxsw #zlf,,No emotion toward brand or product,,Z27 I Am the Law link codes valid 4 00 7 59 59p 03 13 11 infektd sxsw zlf,0.0
1165,Picked up the mophie juice boost pack for iPhone today. This chick -and weekend- calls for ample juice #SXSW,,No emotion toward brand or product,,Picked up the mophie juice boost pack for iPhone today This chick and weekend calls for ample juice SXSW,0.0
1166,PdaNet is the most awesome app yet for the android! #sxsw @mention likes!,Android App,Positive emotion,Google,PdaNet is the most awesome app yet for the android sxsw likes,2.0
1167,Check out the new @mention app {link} - this is gonna be HUGE next week at #sxsw and beyond.,iPad or iPhone App,Positive emotion,Apple,Check out the new app link this is gonna be HUGE next week at sxsw and beyond,2.0
1168,"Check out the new app for Android launched at #SXSW, PLAY by Aol Music, essentially Instagram For Music. {link}",,No emotion toward brand or product,,Check out the new app for Android launched at SXSW PLAY by Aol Music essentially Instagram For Music link,0.0
1169,â°ÃÃ@mention The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!)â°ÃÂ,iPad or iPhone App,Positive emotion,Apple,The new Whrrl app is now live in the iPhone app store AND Android marketplace Get it while it s hot Just in time for SXSW,2.0
1170,Just used the ol' iPad to help some Brits find their hotel in Austin. #gooddeed #sxsw #winning,iPad,Positive emotion,Apple,Just used the ol iPad to help some Brits find their hotel in Austin gooddeed sxsw winning,2.0
1171,I must be the only one at #sxsw without an iPad2. Someone needs to make a case that makes my original iPad look like a new 2nd gen.,iPad,Positive emotion,Apple,I must be the only one at sxsw without an iPad2 Someone needs to make a case that makes my original iPad look like a new 2nd gen,2.0
1172,No longer the only one eating alone at a table for one with my iPhone and Facebook... It's the new normal #SxSW,,No emotion toward brand or product,,No longer the only one eating alone at a table for one with my iPhone and Facebook It s the new normal SxSW,0.0
1173,"Will I be the only one at #sxsw with a blackberry, a dell &amp; no iPad? Feeling like a dork @mention a geek conference. Does that make sense? :(",,No emotion toward brand or product,,Will I be the only one at sxsw with a blackberry a dell amp no iPad Feeling like a dork a geek conference Does that make sense,0.0
1174,Have both the phones in the @mention demo been the Google phones? Or are we going to see an iPhone? #SXSW,,No emotion toward brand or product,,Have both the phones in the demo been the Google phones Or are we going to see an iPhone SXSW,0.0
1175,Unveiling the pop-up Apple store in the Scarborough Building! #SXSW  {link},Apple,Positive emotion,Apple,Unveiling the pop up Apple store in the Scarborough Building SXSW link,2.0
1176,Of course the seo Q&amp;A w/ google and bing panel is packed..yet they put it in a tiny room. #sxsw,,No emotion toward brand or product,,Of course the seo Q amp A w google and bing panel is packed yet they put it in a tiny room sxsw,0.0
1177,iPad 2 is the star gadget of SXSW: {link} #sxsw,iPad,Positive emotion,Apple,iPad 2 is the star gadget of SXSW link sxsw,2.0
1178,"So I went the whole day w/out my laptop &amp; just used my iPad 1. Things I missed: FTP, cloudapp, fast typing, &amp; skype. #iPad #sxsw",iPad,Negative emotion,Apple,So I went the whole day w out my laptop amp just used my iPad 1 Things I missed FTP cloudapp fast typing amp skype iPad sxsw,1.0
1179,Exploring the World in 3D with XML combines Google Earth w/ location of individuals to show where you've been over time. So cool! #SxSW,Google,Positive emotion,Google,Exploring the World in 3D with XML combines Google Earth w location of individuals to show where you ve been over time So cool SxSW,2.0
1180,"Last year there was not a single iPad in public at #sxsw. Today, they're more common than laptops, and I haven't seen any android tablets.",iPad,Positive emotion,Apple,Last year there was not a single iPad in public at sxsw Today they re more common than laptops and I haven t seen any android tablets,2.0
1181,You think there would be a #sxsw app for blackberry. Just when I gave iPhone the finger! Guess I'll have to carry around an ipad. LAME,iPhone,Negative emotion,Apple,You think there would be a sxsw app for blackberry Just when I gave iPhone the finger Guess I ll have to carry around an ipad LAME,1.0
1182,".@mention There's an expectation of engagement on the Ipad that is both visual and social, of delving into the experience #SXSW #SXFL",iPad,Positive emotion,Apple,There s an expectation of engagement on the Ipad that is both visual and social of delving into the experience SXSW SXFL,2.0
1183,"of course they are, ha RT @mention @mention Apple opening temporary store in Austin for #SXSW &amp; iPad 2 launch {link}",,No emotion toward brand or product,,of course they are ha RT Apple opening temporary store in Austin for SXSW amp iPad 2 launch link,0.0
1184,"I bet you they sell out of their 100,000 new ipads in less than 3 days #sxsw #ipad (@mention Apple Store, SXSW w/ 70 others) {link}",,No emotion toward brand or product,,I bet you they sell out of their 100 000 new ipads in less than 3 days sxsw ipad Apple Store SXSW w 70 others link,0.0
1185,It's like they took the geeky 1% of every apple store line in the country and planted them all at #sxsw,,No emotion toward brand or product,,It s like they took the geeky 1 of every apple store line in the country and planted them all at sxsw,0.0
1186,"Wow, this thing is insanely thin &amp; light. Hold out for the iPad 2. Seriously. #sxsw #mosaicxm  {link}",iPad,Positive emotion,Apple,Wow this thing is insanely thin amp light Hold out for the iPad 2 Seriously sxsw mosaicxm link,2.0
1187,Among the things I am missing at #sxsw: the Google-ACLU 80's dance party.,Google,Positive emotion,Google,Among the things I am missing at sxsw the Google ACLU 80 s dance party,2.0
1188,"The Top 7 things I've loved about #SXSW so far- {link}  #outbrain, #ipad, #groupme,",iPad,Positive emotion,Apple,The Top 7 things I ve loved about SXSW so far link outbrain ipad groupme,2.0
1189,I like to think Apple decided to sell their new iPad at #SXSW based on my suggestion - {link} Everyone... you are welcome.,Apple,Positive emotion,Apple,I like to think Apple decided to sell their new iPad at SXSW based on my suggestion link Everyone you are welcome,2.0
1190,"If anyone thinks I'm going to be walking around at #sxsw with an old and inferior iPad 1 once the iPad 2 is released, well, they are wrong!",iPad,Positive emotion,Apple,If anyone thinks I m going to be walking around at sxsw with an old and inferior iPad 1 once the iPad 2 is released well they are wrong,2.0
1191,People in this Apple store do not...smell great. #sxsw #hereforwork #nottheipad2,Apple,Negative emotion,Apple,People in this Apple store do not smell great sxsw hereforwork nottheipad2,1.0
1192,"Check out this new #android app #bizzy, we're using it to check out #sxsw {link}",Android App,Positive emotion,Google,Check out this new android app bizzy we re using it to check out sxsw link,2.0
1193,People in this session are taking photos with their iPad 2s up in the air... #doingitwrong #sxsw,,No emotion toward brand or product,,People in this session are taking photos with their iPad 2s up in the air doingitwrong sxsw,0.0
1194,Check out this video to get a glimpse at what the action was like - The iPad 2 ...  #ipad #sxsw #gadgets {link},,No emotion toward brand or product,,Check out this video to get a glimpse at what the action was like The iPad 2 ipad sxsw gadgets link,0.0
1195,Check out this video to get a glimpse at what the action was like -The iPad 2...#ipad #sxsw #gadgets {link} Could not resist.,iPad,Positive emotion,Apple,Check out this video to get a glimpse at what the action was like The iPad 2 ipad sxsw gadgets link Could not resist,2.0
1196,"In Austin this wk&amp; need your #iPhone or #iPad fixed,find the guy w/the sign on the Hilton cnr near conventionctr #sxsw {link}",,No emotion toward brand or product,,In Austin this wk amp need your iPhone or iPad fixed find the guy w the sign on the Hilton cnr near conventionctr sxsw link,0.0
1197,"We missed this, @mention Check out Google Doodles: Burning Man to Pac-Man and Beyond. 
{link} #SXSW",,No emotion toward brand or product,,We missed this Check out Google Doodles Burning Man to Pac Man and Beyond link SXSW,0.0
1198,"I believe this, too. They're good. RT @mention My life would be so much better with an iPad. #brainwashed #lines #SXSW",iPad,Positive emotion,Apple,I believe this too They re good RT My life would be so much better with an iPad brainwashed lines SXSW,2.0
1199,how about this: will be LATE RT @mention Google Circles will be ______    #sxsw,,No emotion toward brand or product,,how about this will be LATE RT Google Circles will be sxsw,0.0
1200,LISTEN TO THIS!! the brocast: episode #2 {link} #ios #apple #iphone #sxsw #music @mention @mention @mention,,No emotion toward brand or product,,LISTEN TO THIS the brocast episode 2 link ios apple iphone sxsw music,0.0
1201,"Some dude thought my buddy  figured out how to put keyboard on iPad.  Told him it was a netbook,: guy unconvinced.  obviously wasted. #sxsw",,No emotion toward brand or product,,Some dude thought my buddy figured out how to put keyboard on iPad Told him it was a netbook guy unconvinced obviously wasted sxsw,0.0
1202,There are thousands of iPad 2's floating around Austin at #sxsw and I have not seen even one single Android tablet.  Not even one. Zero.,Android,Positive emotion,Google,There are thousands of iPad 2 s floating around Austin at sxsw and I have not seen even one single Android tablet Not even one Zero,2.0
1203,I spotted three iPad 2's in just the first 10 minutes here. Lots of iPad 1s. You'd think you were at MacWorld. #SXSW,,No emotion toward brand or product,,I spotted three iPad 2 s in just the first 10 minutes here Lots of iPad 1s You d think you were at MacWorld SXSW,0.0
1204,".@mention Three types of people at work: The Ghost, The Bad Apple and The Kid. #gamestorming #sxsw",,No emotion toward brand or product,,Three types of people at work The Ghost The Bad Apple and The Kid gamestorming sxsw,0.0
1205,Excellent tip from @mention Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp,iPhone,Positive emotion,Apple,Excellent tip from Going to SXSW The new iPhone guide to Austin by is free March 9 15 Hard to beat free lp,2.0
1206,#SXSW Pro Tip: Remove access to corporate twitter account from iPhone by 4pm each day.,,No emotion toward brand or product,,SXSW Pro Tip Remove access to corporate twitter account from iPhone by 4pm each day,0.0
1207,Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight with #nokiaconnects,,No emotion toward brand or product,,Head over to link by 1pm CST today to win VIP access to my acoustic solo set at SXSW tonight with nokiaconnects,0.0
